	Job Title	Company Name	Rating	Experience	Location	Minimum Requirements	Tech Stack
6076	MTS Software System Design Eng	Advanced Micro Devices, Inc	3.9	10-15 Yrs	Hyderabad/Secunderabad	. . . . . . . . . . . . . Understanding of Machine Learning, HPC apps, Computer Vision,...	Graphics,Computer science,C++,Linux,Machine learning,Data structures,Test planning,System design
6077	MTS Software Development Eng .	Advanced Micro Devices, Inc	3.9	8-12 Yrs	Hyderabad/Secunderabad	Good understanding of ARM architecture and knowledge of ARM based SoCs Experience in de...	Computer science,C++,Architecture,Artificial Intelligence,Perl,embedded software development,Gaming,MTS
6078	Manager Software Development	Advanced Micro Devices, Inc	3.9	6-11 Yrs	Hyderabad/Secunderabad	Experience with Linux based validation tests, ranging from directed tests for specific ...	SOC,Artificial Intelligence,Embedded Linux,Perl,PCIE,Hardware,Firmware,Gaming
6079	Sr_-Manager-Silicon	Advanced Micro Devices, Inc	3.9	15-20 Yrs	Hyderabad/Secunderabad	Should be a very good team player and be willing to contribute to cross functional and ...	STA,Design engineering,ASIC,Timing closure,VLSI,SOC,Artificial Intelligence,Silicon
6080	Senior Specialist	Temenos	3.2	5-10 Yrs	Chennai	    It aims to bridge the gap between raw data, features and meaningful actionable insi...	Wealth management,Eclipse,Machine learning,Data structures,Apache,Object oriented programming,SDLC,Core banking
6081	Senior Analyst	MothersonSumi INfotech Designs Ltd. (MIND)	3.8	2-4 Yrs	Noida	Documentation of technical environments, processes and procedures To able to work in 24...	VMware,MS SQL,Service level,Networking,Db2,Postgresql,MySQL,EMC
6082	LdAnalyst,DataMgmtQntAnalysis	BNY Mellon	4.1	5-7 Yrs	Pune	. . . . Additional Preferred Qualifications: . . . . . . . . Python competency Team lea...	Computer science,Data management,Process improvement,Analytical,Data quality,Asset management,Information management,Operations
6083	DotNET Developer	Zine Mind	4.1	1-3 Yrs	Kochi/Cochin	Experience in Database design, development of stored procedures Experience in client in...	Performance tuning,Database design,MySQL,Debugging,Application development,JSON,MVC,Stored procedures
6084	Senior Analyst	BNY Mellon	4.1	3-5 Yrs	Pune	Supports the achievement of team objectives . Associates degree or the equivalent combi...	Analyst,Accounting,Corporate,Fund administration,Representative,Management,Senior,Analysis
6085	MTS-Software-Development-Eng	Advanced Micro Devices, Inc	3.9	9-14 Yrs	Hyderabad/Secunderabad	         BTech or MTech in CS, EE or CE with 9+ years of software development experienc...	Graphics,C++,development testing,Machine learning,Design development,PCIE,high performance computing,Windows
6086	Account Program Manager	Brillio	3.5	15-17 Yrs	Chennai	  We are looking for a dynamic program manager to manage one of our Anchor clients in t...	Cloud computing,Product engineering,Artificial Intelligence,Manager Technology,Client engagement,Data analytics,Customer experience,Associate Director
6087	ROS Developer	Rucha Yantra	4.5	2-5 Yrs	Aurangabad	. A completed academic MS /M Tech / B.S./BE / BTech degree in Mechanical / Electronics ...	Unix,Automation,C++,Software design,Linux,Analytical,Intellectual property,MS Office
6088	Principal Production Services	Nomura Capital	3.9	5-8 Yrs	Mumbai	Good knowledge of infrastructure technologies, physical or virtualized Microsoft Window...	Unix,Linux,Networking,Senior Support Analyst,SOC,Active directory,Oracle,cisco
6089	Principal MLE	Tiger Analytics	3.5	15-20 Yrs	Chennai	Excellent written and verbal communication skills . B Tech from Tier-1 college / MS or ...	orchestration,Analytical,Consulting,Machine learning,Workflow,Silicon,Customer engagement,Analytics
6090	Business Intelligence Architect	Growhiz Technology	1.9	3-5 Yrs	Hybrid - New Delhi	Role & responsibilities Develop and maintain BI dashboards and reports to track key per...	BI tools,Dashboard Development,Analytics,Data Analytics,Intelligence,Business intelligence,Data,Dashboards
6091	Analyst, Regulatory Reporting and Business Intelligence	International Centre For Excellence (ice)	None	3-7 Yrs	Hyderabad/Secunderabad	Business requirement definition, Functional designs for Tableau reports and Dashboards,...	Treasury management,Regulatory reporting,Analytical,Configuration management,Test design,Agile,Data quality,Windows
6092	AIML Developer	HR Remedy India	None	3-6 Yrs	Pune	Knowledge in cloud services & machine learning services preferably AWS Sagemaker. . Des...	AIML,cloud services,Artificial Intelligence,Machine learning,Python Development,AWS,Python,Machine
6093	AI / ML - Senior & Lead Developer	Smartdata Enterprises	3.5	6-11 Yrs	Mohali, Nagpur, Dehradun	Experience leading and managing a team of AI / ML developers. Strong programming skills...	Artificial Intelligence,Machine Learning,Pytorch,Tensorflow,Algorithm Development,Opencv,Natural Language Processing,Keras
6094	Solutions Architect Lead - 3Analytics	3analytics	3.6	5-10 Yrs	Pune, Chennai	Experience in Re-architecting platforms and frameworks for Cloud deployments and SaaS I...	data science,Pharma,Artificial Intelligence,Machine learning,Linguistics,Mathematics,Continuous improvement,Statistics
6095	Lead Complex Autonomy Specialist	Flexability Hr Solutions	None	8-13 Yrs	Hybrid - Mumbai, Chennai	Hi, We are hiring for a leading shipping & Marine service provide -Basic terms of emplo...	marine,complex Autonomy,AI,aviation,Autonomy,Artificial intelligence,space,Intelligence
6096	Director / Associate Director - International Business Development	Antrors HR Solutions	None	8-13 Yrs	Mumbai, Pune, Delhi / NCR	Sr. Director / Director / Associate Director : International Business Development - ( A...	International Business Development,sales Planning,sales strategy,sales process,sales,artificial intelligence,Direct,Development
6097	Lead Python Developer	Nuvento Systems	3.8	5-10 Yrs	Kochi/Cochin	. . . . . 5+ solid years of experience as a Python Developer . . . . . . . . Design, bu...	Backend,Architecture,Django,Machine learning,Manager Technology,MongoDB,Mobile applications,Technology solutions
6098	Tableau Lead	Scatterpie Analytics	4.5	4-9 Yrs	Mumbai, New Delhi	Proven experience in working with data from any domain preferably with Annuities and In...	Business process,Computer science,Data analysis,Business objects,Data modeling,Agile,QlikView,Oracle
6099	C++ Developer	Paramount HR	None	2-5 Yrs	Pune	Experience of minimum 3 yearsPreferred Qualifications: Experience in handling media pip...	C++,CUDA,memory management,Software Development,C,embedded systems design,OpenMP,unit testing
6100	Team Lead - ML/AI	Secninjaz	4.4	5-10 Yrs	Delhi	Setting up and working on Machine Learning & Artificial Intelligence projects/ products...	C++,jQuery,Linux,Networking,Solaris,XML,MySQL,PHP
6101	SAP MM Consultant/Lead @ Celebal Technologies(Early joiner)	Celebal Technologies	3.4	5-10 Yrs	Noida, Delhi / NCR	Roles and Responsibilities 1.Should have over all 8+ years of experience with minimum o...	SAP,SAP MM,mm module,SAP MM Implementation,MM,Configuration,Blueprint,testing
6102	Technical Lead (AI/ML)	Avalara Technologies	4.0	4-8 Yrs	Pune	Qualifications. Bachelors or Masters degree with computer science exposure. Experience ...	AI/ML,image processing,deep learning,python,tensorflow,nlp,computer vision,pytorch
6103	Accounts Payable - Finance Team Lead	Accrualify India Pvt. Ltd	4.7	6-10 Yrs	Nagpur, Maharashtra	Your background . Bachelors or masters degree in accounting, Finance or Commerce Minimu...	ERP,Invoice Processing,Accounts And Finance,Accounts Payable,P2P,Month End Reporting,Vendor Reconciliation,Procure To Pay
6104	Full Stack Developer	Sanskruti Solutions	None	3-5 Yrs	Mumbai, Pune	You should also have competency in Node.js and MongoDB or PostgreSQL database framework...	Vue.js,Angular.js,Node.js,MongoDB,React.js,Software Development,Git,PostgreSQL
6105	"D365 F&O Technical Consultant

"	Right Choice Solutions Inc.	None	5-10 Yrs	Noida, Bawal, Neemrana	Experience designing and customizing F&O applicationsExperience with D365FO interfacing...	D365FO,D365 F&O,DIXF,Security Framework,Data Management,SSRS,X++,Dynamics 365 F&O
6106	Team Lead/Consultant/Manager/AVP	Cipherpay	None	5-7 Yrs	New Delhi	You are required to create new innovative solutions, leveraging and, where needed, adap...	Publishing,Payment processing,Artificial Intelligence,Machine learning,SMS,Customer support,SDK,Research
6107	Tech Lead	Edumpus	None	4-10 Yrs	Calicut/Kozhikode	You should be able to work with your team and inspire them to reach their goalsRequirem...	Data analysis,French,Artificial Intelligence,German,Spanish,Troubleshooting,Digital marketing,Recruitment
6108	Java Lead	Audax Labs	3.6	8-14 Yrs	Noida	Skills musthave: - . 8-14 years of hands on experience withstrong technical skills in J...	SAN,Linux,Enterprise applications,SOC,Consulting,MVC,Analytics,CRM
6109	Senior Python Backend Developer	ConnectIN Jobs Global	None	5-7 Yrs	Kochi/Cochin	A skilled and experienced 5+ Years Experience Python Backend Developer to lead the inte...	Python,Omnichannel Communication Ecosystem,ChatGPT,Django,Artificial Intelligence,Pandas,AI Integration,React JS
6110	Technical Lead	Intrics	None	8-13 Yrs	Noida	Experience developing applications using test-driven development and mocking frameworks...	Product management,LINQ,Front end,Agile,Entity framework,HTML,Application development,Analytics
6111	Lead Complex Autonomy Specialist	Lrqa	3.1	10-11 Yrs	Chennai	         A Lead Specialist to join our Technical Directorate    The ideal candidate sho...	Electrical engineering,Automation,Artificial Intelligence,Diversity and Inclusion,Manager Technology,Risk management,Monitoring,Complex
6112	Lead Computer Vision	Deepquanty	None	3-8 Yrs	Chennai	Should have high proficiency in OpenCVShould have a solid understanding of object segme...	Computer vision,C++,Coding,Analytical,Artificial Intelligence,Machine learning,HTML,Analytics
6113	Security Operation Center - Delivery Lead	Paraminfo	4.5	10-20 Yrs	Hyderabad/Secunderabad	Oversee daily activities of delivery team and provide direction and guidance as needed ...	Unix,Change management,Networking,Information security,SOC,Network security,Windows,Security operations
6114	Team Lead - Full Stack (Reactjs/Nodejs/Vue/PHP)	Zaptech Solutions	2.9	3-8 Yrs	Ahmedabad	   Develop and maintain the back-end and the front-end of the applications of the compa...	Training,Backend,Front end,Excel,Web technologies,PHP,Documentation tools,Node.js
6115	Senior Tech Lead / Architect I - AI/ML	Emerson	4.1	5-7 Yrs	Pune	Hands-on experience with Data Visualization Tools like matplotlib . Hands-on experience...	Solid edge,AutoCAD,Analytical,Industrial products,Machine learning,Automotive,Cam,Technical support
6116	Lead Business Analysts	Aimlytics Technologies	4.1	5-8 Yrs	Hyderabad/Secunderabad	Experience: . Total Experience: 5-8 yrs. Prior engineering education / experience is a ...	Computer vision,Data analysis,Project management,Analytical,Lead Business Analyst,Artificial Intelligence,Machine learning,Scrum
6117	Backend Lead	Xemplar Insights	4.0	14-19 Yrs	Hyderabad/Secunderabad	. Drive tasks related to SOC 2 certification and ensure compliance to defined controls ...	Computer science,Backend,Architecture,SOC,MySQL,Shell scripting,DBMS,AWS
6118	Lead Product Manager	Freight Mango	4.2	8-12 Yrs	Gurugram	       As a      Lead Product Manager      in our team, you will collaborate with Produ...	Product management,Venture capital,Manager Technology,Marketing operations,E-commerce,Engineering Design,User acceptance testing,Private equity
6119	Team Lead (Open Source)	Optimized Solutions Inc	3.1	6-8 Yrs	Ahmedabad	Oversee demo training and assist in demo certification Platform as a Service, and Solut...	Backend,Front end,Business Analyst,Project management,Value engineering,Manager Technology,cloud architect,Hardware
6120	Senior Tech Lead / Architect I - AI/ML	Copeland	4.1	5-10 Yrs	Pune	Hands-on experience with Data Visualization Tools like matplotlib . Hands-on experience...	Solid edge,AutoCAD,Analytical,Industrial products,Machine learning,Automotive,Cam,Technical support
6121	Java and Python Lead	Brightleaf Solutions	4.4	10-15 Yrs	Pune	Recommend purchase of software by obtaining required information from vendors, testing,...	SOA,Db2,Eclipse,MySQL,Debugging,MVC,Information technology,SDLC
6122	Lead Python Developer	Codeglo Technologies	4.5	7-12 Yrs	Chennai	Skills and Qualifications . Bachelors degree in Computer Science or related field Minim...	SAN,President,French,Artificial Intelligence,Machine learning,Vice President,Development Lead,Customer support
6123	Team Lead - Python	inerG, Inc.	3.4	5-10 Yrs	Kochi/Cochin	     Coordinating with product management and business analysts to understand product r...	Product management,C++,Backend,Django,Application development,software quality,Project delivery,Information technology
6124	IT Sales Lead	Afig Ipl	None	5-7 Yrs	Chennai	- Good MS-Office skills . - Strong attention to detail and have a keen ear for customer...	ERP,Change management,Escalation management,Sales,Field sales,Artificial Intelligence,Management,MS Office
6125	Technical Lead	Prodian	3.0	5-10 Yrs	Chennai	About 5-10 years of Strong Coding Development Experience and worked on at least 1 big p...	RCA,Hibernate,Front end,Architecture,Coding,Artificial Intelligence,Machine learning,Agile
6126	Team Lead : Image Processing	Vehant Technologies	4.1	5-10 Yrs	Kochi/Cochin, Noida	      Strong problem-solving ability     Good skills with C/C++ and OpenCV     Experien...	Computer vision,C++,Linux,Image processing,Project management,Development Team Lead,Machine learning,System development
6127	SQL Lead	Softweb Solutions	3.2	10-12 Yrs	Ahmedabad	Python knowledge . Azure / AWS Certification on ETL / data engineering  Must have exper...	Performance tuning,Schema,Database,power bi,JPEG,Stored procedures,SSIS,Monitoring
6128	SQL Developer / Lead Developer	Encora	3.8	10-16 Yrs	Hybrid - Chennai	 Greetings from Encora Innovation Labs! A Leading World Class Product Engineering Compa...	T-SQL,MS SQL,Stored Procedures,Database Design,Data Modeling,SQL Development,Tables,Triggers
